,Date,Rented Bike Count,Hour,Temperature(�C),Humidity(%),Wind speed (m/s),Visibility (10m),Dew point temperature(�C),Solar Radiation (MJ/m2),Rainfall(mm),Snowfall (cm),Seasons,Holiday,Functioning Day
42,1,489,18,5.5,53,1.5,1697,-3.3,0.0,0.0,0.0,3,1,1
43,1,385,19,5.0,52,2.3,1666,-4.0,0.0,0.0,0.0,3,1,1
44,1,359,20,4.6,51,1.2,1585,-4.6,0.0,0.0,0.0,3,1,1
45,1,377,21,4.1,55,1.2,1448,-4.1,0.0,0.0,0.0,3,1,1
46,1,354,22,3.5,54,1.5,1446,-4.9,0.0,0.0,0.0,3,1,1
47,1,366,23,4.0,56,1.0,1352,-4.0,0.0,0.0,0.0,3,1,1
48,2,342,0,4.0,58,1.4,1296,-3.5,0.0,0.0,0.0,3,1,1
49,2,227,1,3.9,69,1.7,485,-1.2,0.0,0.0,0.0,3,1,1
50,2,228,2,3.3,79,1.4,830,0.0,0.0,0.0,0.0,3,1,1
51,2,117,3,3.4,71,1.6,1011,-1.3,0.0,0.5,0.0,3,1,1
52,2,76,4,3.5,73,1.0,1060,-0.8,0.0,0.0,0.0,3,1,1
53,2,32,5,3.9,75,1.9,914,-0.1,0.0,0.0,0.0,3,1,1
54,2,13,6,3.4,86,2.5,278,1.2,0.0,1.0,0.0,3,1,1
55,2,22,7,3.1,91,1.2,129,1.7,0.0,0.0,0.0,3,1,1
56,2,85,8,3.2,92,1.8,244,2.0,0.0,0.0,0.0,3,1,1
57,2,152,9,3.5,91,1.8,231,2.1,0.02,2.5,0.0,3,1,1
58,2,200,10,4.4,89,2.2,257,2.7,0.24,0.0,0.0,3,1,1
59,2,273,11,5.1,87,1.4,321,3.1,0.25,0.0,0.0,3,1,1
60,2,333,12,5.8,85,1.7,349,3.4,0.43,0.0,0.0,3,1,1
61,2,495,13,6.8,81,1.9,390,3.7,0.6,0.0,0.0,3,1,1
62,2,563,14,7.6,76,1.2,422,3.6,0.69,0.0,0.0,3,1,1
63,2,621,15,8.0,73,1.6,433,3.4,0.53,0.0,0.0,3,1,1
64,2,598,16,7.6,77,1.6,399,3.8,0.2,0.0,0.0,3,1,1
65,2,545,17,6.7,82,1.5,358,3.8,0.05,0.0,0.0,3,1,1
66,2,443,18,6.0,84,1.9,327,3.4,0.0,0.0,0.0,3,1,1
67,2,422,19,5.7,85,1.7,309,3.3,0.0,0.0,0.0,3,1,1
68,2,397,20,5.2,87,1.4,253,3.2,0.0,0.0,0.0,3,1,1
69,2,385,21,4.7,87,1.2,247,2.7,0.0,0.0,0.0,3,1,1
70,2,350,22,4.3,89,1.8,201,2.6,0.0,0.0,0.0,3,1,1
71,2,303,23,3.9,90,1.3,194,2.4,0.0,0.0,0.0,3,1,1
72,3,285,0,4.2,88,0.6,216,2.3,0.0,0.0,0.0,3,1,1
73,3,186,1,4.3,87,0.5,221,2.3,0.0,0.0,0.0,3,1,1
74,3,112,2,4.4,87,1.8,207,2.4,0.0,0.0,0.0,3,1,1
75,3,65,3,3.6,85,2.3,206,1.3,0.0,0.0,0.0,3,1,1
76,3,41,4,2.8,89,1.5,130,1.1,0.0,0.0,0.0,3,1,1
77,3,82,5,2.0,83,2.7,253,-0.5,0.0,0.0,0.0,3,1,1
78,3,200,6,1.2,76,3.7,371,-2.5,0.0,0.1,0.0,3,1,1
79,3,498,7,0.2,68,3.4,702,-5.0,0.0,0.0,0.0,3,1,1
80,3,937,8,-0.8,69,3.5,954,-5.7,0.01,0.0,0.0,3,1,1
81,3,509,9,-1.5,47,4.2,1888,-11.3,0.22,0.0,0.0,3,1,1
82,3,311,10,-1.1,40,4.5,2000,-13.0,0.64,0.0,0.0,3,1,1
83,3,379,11,-0.5,41,4.1,1799,-12.1,0.94,0.0,0.0,3,1,1
84,3,393,12,-0.3,38,4.8,1823,-12.9,1.11,0.0,0.0,3,1,1
85,3,391,13,0.0,30,5.4,1938,-15.5,1.17,0.0,0.0,3,1,1
86,3,338,14,0.1,27,4.5,2000,-16.7,1.09,0.0,0.0,3,1,1
87,3,341,15,-0.1,25,5.8,2000,-17.8,0.88,0.0,0.0,3,1,1
88,3,375,16,-0.2,23,4.7,2000,-18.8,0.55,0.0,0.0,3,1,1
89,3,515,17,-1.3,26,5.3,2000,-18.3,0.18,0.0,0.0,3,1,1
90,3,807,18,-2.1,29,3.9,2000,-17.7,0.0,0.0,0.0,3,1,1
91,3,568,19,-2.9,32,3.2,2000,-17.3,0.0,0.0,0.0,3,1,1
92,3,398,20,-3.6,38,3.0,2000,-15.8,0.0,0.0,0.0,3,1,1
93,3,397,21,-4.6,43,4.5,2000,-15.3,0.0,0.0,0.0,3,1,1
94,3,353,22,-5.3,45,2.5,2000,-15.3,0.0,0.0,0.0,3,1,1
95,3,248,23,-5.8,44,2.4,2000,-16.1,0.0,0.0,0.0,3,1,1
96,4,216,0,-6.1,42,2.6,2000,-16.9,0.0,0.0,0.0,3,1,1
97,4,198,1,-6.5,41,2.8,2000,-17.6,0.0,0.0,0.0,3,1,1
98,4,124,2,-6.8,41,2.5,2000,-17.8,0.0,0.0,0.0,3,1,1
99,4,62,3,-6.9,39,2.0,2000,-18.5,0.0,0.0,0.0,3,1,1
100,4,42,4,-7.2,34,3.0,2000,-20.4,0.0,0.0,0.0,3,1,1
101,4,82,5,-7.4,33,2.6,2000,-20.9,0.0,0.0,0.0,3,1,1
102,4,172,6,-7.4,34,3.2,2000,-20.6,0.0,0.0,0.0,3,1,1
103,4,381,7,-7.5,33,2.2,2000,-21.0,0.0,0.0,0.0,3,1,1
104,4,812,8,-8.1,36,1.6,2000,-20.5,0.01,0.0,0.0,3,1,1
105,4,462,9,-7.6,31,1.3,1974,-21.8,0.21,0.0,0.0,3,1,1
106,4,269,10,-5.5,26,2.8,1967,-22.0,0.64,0.0,0.0,3,1,1
107,4,334,11,-3.9,25,0.0,1959,-21.0,0.0,0.0,0.0,3,1,1
108,4,321,12,-2.3,25,0.0,1962,-19.7,0.0,0.0,0.0,3,1,1
109,4,325,13,-1.6,27,0.0,1955,-18.2,0.0,0.0,0.0,3,1,1
110,4,334,14,-1.1,28,0.0,2000,-17.3,0.0,0.0,0.0,3,1,1
111,4,353,15,-0.7,28,0.0,2000,-16.9,0.0,0.0,0.0,3,1,1
112,4,435,16,-0.5,30,0.0,2000,-16.0,0.0,0.0,0.0,3,1,1
113,4,529,17,-1.6,35,0.0,2000,-15.1,0.0,0.0,0.0,3,1,1
114,4,789,18,-2.6,40,0.0,2000,-14.4,0.0,0.0,0.0,3,1,1
115,4,597,19,-3.2,45,0.0,2000,-13.5,0.0,0.0,0.0,3,1,1
116,4,418,20,-3.5,46,0.0,2000,-13.4,0.0,0.0,0.0,3,1,1
117,4,415,21,-3.7,47,0.0,2000,-13.3,0.0,0.0,0.0,3,1,1
118,4,393,22,-2.8,49,0.0,2000,-12.0,0.0,0.0,0.0,3,1,1
119,4,244,23,-2.5,59,0.0,1210,-9.4,0.0,0.0,0.0,3,1,1
120,5,145,0,-2.8,77,0.0,331,-6.2,0.0,0.1,0.1,3,1,1
121,5,144,1,-3.0,79,0.0,293,-6.1,0.0,0.0,0.3,3,1,1
122,5,117,2,-3.0,79,0.0,1862,-6.1,0.0,0.0,0.4,3,1,1
123,5,78,3,-3.2,78,0.0,1808,-6.4,0.0,0.2,0.4,3,1,1
124,5,58,4,-3.4,75,0.0,1982,-7.2,0.0,0.0,0.4,3,1,1
125,5,87,5,-3.6,76,0.0,1934,-7.2,0.0,0.0,0.4,3,1,1
126,5,142,6,-3.7,76,0.0,1864,-7.3,0.0,0.0,0.4,3,1,1
127,5,379,7,-4.2,77,0.0,1741,-7.6,0.0,0.0,0.3,3,1,1
128,5,802,8,-4.2,78,0.0,1518,-7.4,0.01,0.0,0.2,3,1,1
129,5,440,9,-3.3,70,0.0,1324,-7.9,0.25,0.0,0.2,3,1,1
130,5,307,10,-0.9,64,0.0,1224,-6.8,0.63,0.0,0.2,3,1,1
131,5,381,11,1.6,57,1.2,1261,-6.0,0.93,0.0,0.0,3,1,1
132,5,405,12,2.4,52,0.9,1224,-6.4,1.08,0.0,0.0,3,1,1
133,5,442,13,4.2,47,1.1,1469,-6.1,1.1,0.0,0.0,3,1,1
134,5,416,14,5.5,34,1.0,1966,-9.1,0.96,0.0,0.0,3,1,1
135,5,412,15,5.5,31,3.1,1968,-10.3,0.72,0.0,0.0,3,1,1
136,5,496,16,5.3,37,2.9,2000,-8.2,0.36,0.0,0.0,3,1,1
137,5,239,17,4.1,60,2.5,1565,-2.9,0.1,0.0,0.0,3,1,1
138,5,204,18,1.7,90,1.0,66,0.2,0.0,0.3,0.3,3,1,1
139,5,205,19,1.2,92,0.7,180,0.0,0.0,0.0,1.0,3,1,1
140,5,190,20,1.2,94,0.6,228,0.3,0.0,0.0,1.0,3,1,1
141,5,165,21,1.1,92,0.5,235,0.0,0.0,0.7,1.0,3,1,1
142,5,222,22,1.3,92,0.6,233,0.1,0.0,0.0,1.0,3,1,1
143,5,193,23,1.3,92,0.6,209,0.1,0.0,0.0,1.0,3,1,1
144,6,198,0,1.4,92,0.5,240,0.2,0.0,0.0,0.9,3,1,1
145,6,218,1,1.5,92,0.4,227,0.3,0.0,0.0,0.9,3,1,1
146,6,149,2,1.4,92,0.7,168,0.2,0.0,0.0,0.9,3,1,1
147,6,102,3,1.9,91,1.4,218,0.5,0.0,0.0,0.9,3,1,1
148,6,62,4,1.6,92,0.7,119,0.4,0.0,0.0,0.9,3,1,1
149,6,83,5,1.5,92,1.1,175,0.3,0.0,0.0,0.9,3,1,1
150,6,137,6,1.0,93,0.5,148,0.0,0.0,0.0,0.9,3,1,1
151,6,367,7,0.3,93,0.5,173,-0.7,0.0,0.0,0.9,3,1,1
152,6,754,8,-0.2,96,0.8,173,-0.7,0.01,0.0,0.8,3,1,1
153,6,415,9,0.1,91,0.8,265,-1.1,0.14,0.0,0.8,3,1,1
154,6,321,10,1.1,83,0.7,311,-1.4,0.41,0.0,0.7,3,1,1
155,6,333,11,2.3,69,1.7,628,-2.8,0.63,0.0,0.6,3,1,1
156,6,431,12,3.7,65,2.4,833,-2.2,0.98,0.0,0.3,3,1,1
157,6,394,13,4.1,37,3.1,1767,-9.3,1.14,0.0,0.0,3,1,1
158,6,390,14,4.4,36,2.7,1975,-9.4,1.04,0.0,0.0,3,1,1
159,6,430,15,4.0,35,3.1,1962,-10.1,0.84,0.0,0.0,3,1,1
160,6,471,16,3.2,38,2.9,1817,-9.7,0.51,0.0,0.0,3,1,1
161,6,552,17,2.1,50,2.0,1434,-7.2,0.15,0.0,0.0,3,1,1
162,6,795,18,0.7,46,2.7,1558,-9.6,0.0,0.0,0.0,3,1,1
163,6,507,19,-0.4,47,2.5,1269,-10.3,0.0,0.0,0.0,3,1,1
164,6,390,20,-1.4,47,2.5,1620,-11.2,0.0,0.0,0.0,3,1,1
165,6,402,21,-2.2,46,2.2,1975,-12.2,0.0,0.0,0.0,3,1,1
166,6,389,22,-2.7,48,2.6,1844,-12.2,0.0,0.0,0.0,3,1,1
167,6,259,23,-3.2,50,2.1,1887,-12.1,0.0,0.0,0.0,3,1,1
168,7,233,0,-3.5,49,2.6,1893,-12.6,0.0,0.0,0.0,3,1,1
169,7,230,1,-3.7,50,2.5,1902,-12.6,0.0,0.0,0.0,3,1,1
170,7,131,2,-4.3,53,1.0,1918,-12.4,0.0,0.0,0.0,3,1,1
171,7,99,3,-4.8,52,1.6,1978,-13.1,0.0,0.0,0.0,3,1,1
172,7,71,4,-5.3,53,2.4,1936,-13.4,0.0,0.0,0.0,3,1,1
173,7,84,5,-5.8,56,2.0,1941,-13.1,0.0,0.0,0.0,3,1,1
174,7,158,6,-6.0,56,3.5,1853,-13.3,0.0,0.0,0.0,3,1,1
175,7,387,7,-6.5,57,0.8,1776,-13.6,0.0,0.0,0.0,3,1,1
176,7,780,8,-7.0,59,0.8,1559,-13.6,0.01,0.0,0.0,3,1,1
177,7,395,9,-6.7,50,0.9,1492,-15.4,0.23,0.0,0.0,3,1,1
178,7,261,10,-5.3,44,2.8,1516,-15.6,0.63,0.0,0.0,3,1,1
179,7,310,11,-3.7,39,1.4,1595,-15.6,0.93,0.0,0.0,3,1,1
180,7,355,12,-2.0,30,1.4,1728,-17.3,1.14,0.0,0.0,3,1,1
181,7,354,13,-1.7,28,1.8,1963,-17.8,1.22,0.0,0.0,3,1,1
182,7,350,14,-1.3,27,3.1,1906,-17.9,1.12,0.0,0.0,3,1,1
183,7,362,15,-0.8,26,3.3,1977,-17.9,0.87,0.0,0.0,3,1,1
184,7,401,16,-1.1,24,3.4,2000,-19.1,0.56,0.0,0.0,3,1,1
185,7,500,17,-2.4,30,2.7,2000,-17.6,0.18,0.0,0.0,3,1,1
186,7,752,18,-3.1,33,1.2,2000,-17.1,0.0,0.0,0.0,3,1,1
187,7,477,19,-3.3,35,1.1,2000,-16.6,0.0,0.0,0.0,3,1,1
188,7,384,20,-3.3,34,1.5,2000,-16.9,0.0,0.0,0.0,3,1,1
189,7,336,21,-3.3,35,0.5,2000,-16.6,0.0,0.0,0.0,3,1,1
190,7,347,22,-3.4,39,1.2,2000,-15.4,0.0,0.0,0.0,3,1,1
191,7,275,23,-3.5,43,0.9,2000,-14.3,0.0,0.0,0.0,3,1,1
192,8,267,0,-3.5,48,0.9,1967,-12.9,0.0,0.0,0.0,3,1,1
193,8,296,1,-4.1,49,0.6,2000,-13.2,0.0,0.0,0.0,3,1,1
194,8,237,2,-4.7,50,0.7,1983,-13.5,0.0,0.0,0.0,3,1,1
195,8,169,3,-4.3,47,0.6,1992,-13.9,0.0,0.0,0.0,3,1,1
196,8,96,4,-4.3,49,0.7,2000,-13.4,0.0,0.0,0.0,3,1,1
197,8,56,5,-4.7,49,0.8,1999,-13.8,0.0,0.0,0.0,3,1,1
198,8,76,6,-5.1,53,0.9,1975,-13.2,0.0,0.0,0.0,3,1,1
199,8,127,7,-5.5,56,0.8,1950,-12.9,0.0,0.0,0.0,3,1,1
200,8,222,8,-5.4,56,0.7,1940,-12.8,0.01,0.0,0.0,3,1,1
201,8,291,9,-4.7,48,1.0,1784,-14.0,0.23,0.0,0.0,3,1,1
202,8,273,10,-2.2,42,1.3,1646,-13.4,0.61,0.0,0.0,3,1,1
203,8,351,11,0.0,45,1.1,1500,-10.5,0.89,0.0,0.0,3,1,1
204,8,427,12,2.4,40,0.8,1809,-9.8,1.05,0.0,0.0,3,1,1
205,8,431,13,3.9,36,2.0,1702,-9.8,1.13,0.0,0.0,3,1,1
206,8,486,14,4.7,32,2.2,1948,-10.6,1.06,0.0,0.0,3,1,1
207,8,569,15,5.2,30,2.0,1963,-11.0,0.84,0.0,0.0,3,1,1
208,8,546,16,4.4,33,1.6,1963,-10.5,0.4,0.0,0.0,3,1,1
209,8,481,17,3.5,37,1.8,1963,-9.8,0.1,0.0,0.0,3,1,1
210,8,384,18,2.5,41,1.0,1974,-9.4,0.0,0.0,0.0,3,1,1
211,8,275,19,1.5,48,0.4,1878,-8.3,0.0,0.0,0.0,3,1,1
212,8,298,20,0.8,51,1.4,1848,-8.2,0.0,0.0,0.0,3,1,1
213,8,321,21,-0.1,55,0.7,1654,-8.0,0.0,0.0,0.0,3,1,1
214,8,289,22,-0.5,55,0.6,1655,-8.4,0.0,0.0,0.0,3,1,1
215,8,265,23,-0.1,54,1.3,1570,-8.3,0.0,0.0,0.0,3,1,1
216,9,326,0,-0.2,55,1.0,1629,-8.1,0.0,0.0,0.0,3,1,1
217,9,280,1,-0.2,54,0.5,1747,-8.4,0.0,0.0,0.0,3,1,1
218,9,243,2,0.2,52,0.7,1726,-8.5,0.0,0.0,0.0,3,1,1
219,9,169,3,0.3,53,0.5,1748,-8.1,0.0,0.0,0.0,3,1,1
220,9,71,4,0.4,52,1.6,1816,-8.3,0.0,0.0,0.0,3,1,1
221,9,13,5,0.3,74,1.0,178,-3.7,0.0,0.0,0.7,3,1,1
222,9,9,6,-0.5,90,0.9,91,-1.9,0.0,2.5,2.7,3,1,1
223,9,20,7,-0.4,92,1.1,121,-1.5,0.0,0.0,4.0,3,1,1
224,9,35,8,-0.2,90,1.2,378,-1.6,0.0,0.0,4.1,3,1,1
225,9,31,9,0.2,90,1.0,305,-1.2,0.0,1.6,4.3,3,1,1
226,9,19,10,0.5,91,0.4,143,-0.8,0.0,0.0,4.3,3,1,1
227,9,58,11,0.9,92,0.9,137,-0.2,0.03,0.0,3.9,3,1,1
228,9,119,12,2.3,88,0.3,245,0.5,0.28,0.0,3.1,3,1,1
229,9,182,13,3.3,87,1.1,230,1.3,0.54,0.0,2.1,3,1,1
230,9,235,14,4.2,85,0.7,325,1.8,0.65,0.0,1.4,3,1,1
231,9,180,15,6.7,63,4.5,715,0.1,0.35,0.0,1.0,3,1,1
232,9,214,16,5.4,71,3.5,622,0.5,0.2,0.0,0.5,3,1,1
233,9,226,17,3.6,65,4.3,1061,-2.3,0.03,0.0,0.4,3,1,1
234,9,210,18,2.0,61,3.0,2000,-4.7,0.0,0.0,0.0,3,1,1
235,9,181,19,1.6,53,4.0,2000,-6.9,0.0,0.0,0.0,3,1,1
236,9,165,20,0.6,57,3.9,1954,-6.9,0.0,0.0,0.0,3,1,1
237,9,167,21,0.0,59,3.0,1862,-7.0,0.0,0.0,0.0,3,1,1
238,9,152,22,-1.0,56,4.7,2000,-8.6,0.0,0.0,0.0,3,1,1
239,9,148,23,-1.4,43,4.3,2000,-12.3,0.0,0.0,0.0,3,1,1
240,10,125,0,-2.5,39,3.4,2000,-14.5,0.0,0.0,0.0,3,1,1
241,10,111,1,-3.4,36,3.8,2000,-16.3,0.0,0.0,0.0,3,1,1
242,10,67,2,-4.2,35,3.4,2000,-17.4,0.0,0.0,0.0,3,1,1
243,10,45,3,-4.7,38,2.4,2000,-16.8,0.0,0.0,0.0,3,1,1
244,10,44,4,-5.2,35,3.2,2000,-18.3,0.0,0.0,0.0,3,1,1
245,10,86,5,-5.6,38,3.2,1974,-17.6,0.0,0.0,0.0,3,1,1
246,10,136,6,-5.9,39,2.9,1979,-17.6,0.0,0.0,0.0,3,1,1
247,10,325,7,-6.0,39,3.1,1996,-17.7,0.0,0.0,0.0,3,1,1
248,10,653,8,-6.0,38,3.6,1994,-18.0,0.01,0.0,0.0,3,1,1
249,10,326,9,-5.9,36,5.1,1941,-18.6,0.1,0.0,0.0,3,1,1
250,10,212,10,-5.3,32,4.5,2000,-19.4,0.62,0.0,0.0,3,1,1
251,10,226,11,-4.7,36,3.8,2000,-17.5,1.0,0.0,0.0,3,1,1
252,10,247,12,-5.2,33,4.6,1973,-19.0,1.26,0.0,0.0,3,1,1
253,10,241,13,-5.4,32,5.1,1986,-19.5,1.24,0.0,0.0,3,1,1
254,10,253,14,-5.4,31,4.1,1945,-19.9,1.13,0.0,0.0,3,1,1
255,10,269,15,-5.5,33,4.5,2000,-19.2,0.92,0.0,0.0,3,1,1
256,10,277,16,-6.0,40,4.0,2000,-17.4,0.55,0.0,0.0,3,1,1
257,10,361,17,-7.1,44,4.2,2000,-17.3,0.18,0.0,0.0,3,1,1
258,10,557,18,-7.9,43,3.3,2000,-18.3,0.0,0.0,0.0,3,1,1
259,10,371,19,-8.6,45,3.9,2000,-18.4,0.0,0.0,0.0,3,1,1
260,10,254,20,-9.3,49,3.8,2000,-18.0,0.0,0.0,0.0,3,1,1
261,10,266,21,-9.7,51,2.5,2000,-17.9,0.0,0.0,0.0,3,1,1
262,10,222,22,-10.2,50,3.0,2000,-18.6,0.0,0.0,0.0,3,1,1
263,10,174,23,-10.7,53,1.2,2000,-18.4,0.0,0.0,0.0,3,1,1
264,11,133,0,-11.0,51,1.1,2000,-19.1,0.0,0.0,0.0,3,1,1
265,11,127,1,-11.2,51,1.1,2000,-19.3,0.0,0.0,0.0,3,1,1
266,11,95,2,-11.5,50,0.7,2000,-19.8,0.0,0.0,0.0,3,1,1
267,11,54,3,-11.6,50,2.2,1995,-19.9,0.0,0.0,0.0,3,1,1
268,11,46,4,-11.6,47,2.1,1982,-20.6,0.0,0.0,0.0,3,1,1
269,11,65,5,-11.6,45,2.8,1951,-21.1,0.0,0.0,0.0,3,1,1
270,11,104,6,-11.8,47,2.5,1973,-20.8,0.0,0.0,0.0,3,1,1
271,11,280,7,-12.1,50,2.3,1929,-20.4,0.0,0.0,0.0,3,1,1
272,11,580,8,-12.3,52,1.3,1914,-20.1,0.0,0.0,0.0,3,1,1
273,11,275,9,-11.8,46,2.9,1956,-21.1,0.1,0.0,0.0,3,1,1
274,11,184,10,-10.5,45,3.3,1855,-20.1,0.6,0.0,0.0,3,1,1
275,11,201,11,-9.4,42,3.1,1815,-19.9,0.93,0.0,0.0,3,1,1
276,11,228,12,-8.3,35,2.9,1967,-21.0,1.14,0.0,0.0,3,1,1
277,11,225,13,-6.9,37,2.4,1955,-19.1,1.22,0.0,0.0,3,1,1
278,11,258,14,-5.4,32,2.0,1930,-19.5,1.12,0.0,0.0,3,1,1
279,11,250,15,-5.8,30,2.8,2000,-20.6,0.92,0.0,0.0,3,1,1
280,11,248,16,-6.0,29,2.8,1983,-21.2,0.58,0.0,0.0,3,1,1
281,11,305,17,-7.0,32,2.6,2000,-20.9,0.19,0.0,0.0,3,1,1
282,11,529,18,-7.7,36,1.0,2000,-20.2,0.0,0.0,0.0,3,1,1
283,11,350,19,-8.2,43,1.1,2000,-18.5,0.0,0.0,0.0,3,1,1
284,11,260,20,-8.4,42,1.0,2000,-19.0,0.0,0.0,0.0,3,1,1
285,11,270,21,-8.8,43,1.4,1999,-19.1,0.0,0.0,0.0,3,1,1
286,11,256,22,-9.0,45,1.3,1999,-18.7,0.0,0.0,0.0,3,1,1
287,11,173,23,-9.3,47,2.1,2000,-18.5,0.0,0.0,0.0,3,1,1
288,12,168,0,-9.5,48,1.3,1996,-18.4,0.0,0.0,0.0,3,1,1
289,12,183,1,-10.2,52,1.6,1997,-18.2,0.0,0.0,0.0,3,1,1
290,12,120,2,-10.4,53,1.8,1949,-18.1,0.0,0.0,0.0,3,1,1
291,12,79,3,-10.9,55,1.8,1913,-18.1,0.0,0.0,0.0,3,1,1
292,12,41,4,-11.4,58,1.3,1907,-18.0,0.0,0.0,0.0,3,1,1
293,12,68,5,-11.5,58,1.1,1923,-18.1,0.0,0.0,0.0,3,1,1
294,12,109,6,-11.9,57,1.1,1974,-18.7,0.0,0.0,0.0,3,1,1
295,12,310,7,-11.7,53,1.6,1998,-19.3,0.0,0.0,0.0,3,1,1
296,12,591,8,-11.4,47,3.3,2000,-20.4,0.0,0.0,0.0,3,1,1
297,12,340,9,-11.1,46,3.4,1981,-20.4,0.1,0.0,0.0,3,1,1
298,12,202,10,-9.5,39,2.1,1875,-20.9,0.6,0.0,0.0,3,1,1
299,12,251,11,-8.1,35,1.8,1806,-20.9,0.96,0.0,0.0,3,1,1
300,12,267,12,-6.5,30,2.9,1945,-21.2,1.17,0.0,0.0,3,1,1
301,12,251,13,-5.8,28,2.9,1887,-21.4,1.23,0.0,0.0,3,1,1
302,12,240,14,-4.7,27,2.9,1883,-20.8,1.12,0.0,0.0,3,1,1
303,12,240,15,-4.9,26,3.1,1887,-21.5,0.89,0.0,0.0,3,1,1
304,12,278,16,-4.5,26,2.2,2000,-21.1,0.56,0.0,0.0,3,1,1
305,12,392,17,-5.6,29,1.7,2000,-20.8,0.18,0.0,0.0,3,1,1
306,12,537,18,-6.6,33,1.1,2000,-20.2,0.0,0.0,0.0,3,1,1
307,12,373,19,-6.6,31,1.6,2000,-20.9,0.0,0.0,0.0,3,1,1
308,12,263,20,-7.6,35,0.8,2000,-20.4,0.0,0.0,0.0,3,1,1
309,12,271,21,-8.3,39,1.0,2000,-19.8,0.0,0.0,0.0,3,1,1
310,12,271,22,-8.9,39,0.1,2000,-20.3,0.0,0.0,0.0,3,1,1
